STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,,14.9,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,,13.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2019,,12.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2020,,12.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2021,,12.4,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2022,,11.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2023,,10.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2024,,11.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2013,,6.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2014,,6.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2015,,6.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2016,,6.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2017,,5.9,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2018,,4.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2019,,3.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2020,,4.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2021,,5.2,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2022,,4.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2023,,3.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE21,Prov. Antwerpen,2024,,4.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2013,,5.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2014,,5.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2015,,6.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2016,,4.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2017,,4.1,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2018,,3.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2019,,3.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2020,,3.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2021,,3.4,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2022,,3.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2023,,3.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE22,Prov. Limburg (BE),2024,,3.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2013,,4.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2014,,4.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2015,,4.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2016,,4.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2017,,3.4,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2018,,2.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2019,,2.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2020,,2.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2021,,2.8,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2022,,2.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2023,,2.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE23,Prov. Oost-Vlaanderen,2024,,3.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2013,,5.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2014,,5.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2015,,5.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2016,,4.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2017,,4.7,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2018,,3.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2019,,3.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2020,,3.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2021,,4.0,,bu,"break in time series, low reliability",,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2022,,3.6,,u,low reliability,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2023,,4.2,,u,low reliability,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE24,Prov. Vlaams-Brabant,2024,,4.2,,u,low reliability,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2013,,3.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2014,,4.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2015,,4.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2016,,3.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2017,,3.2,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2018,,2.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2019,,2.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2020,,3.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2021,,3.6,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2022,,2.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2023,,2.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE25,Prov. West-Vlaanderen,2024,,2.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2013,,8.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2014,,8.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2015,,7.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2016,,7.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2017,,7.6,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2018,,6.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2019,,5.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2020,,6.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2021,,6.8,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2022,,5.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2023,,5.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE31,Prov. Brabant wallon,2024,,6.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2013,,13.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2014,,14.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2015,,13.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2016,,11.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2017,,11.4,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2018,,10.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2019,,8.6,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2020,,8.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2021,,10.3,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2022,,10.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2023,,9.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE32,Prov. Hainaut,2024,,8.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2013,,11.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2014,,12.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2015,,12.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2016,,11.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2017,,10.5,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2018,,8.2,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2019,,6.7,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2020,,7.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2021,,9.4,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2022,,8.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2023,,9.1,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE33,Prov. Liège,2024,,7.0,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE34,Prov. Luxembourg (BE),2013,,7.9,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE34,Prov. Luxembourg (BE),2014,,8.5,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE34,Prov. Luxembourg (BE),2015,,9.3,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE34,Prov. Luxembourg (BE),2016,,7.8,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE34,Prov. Luxembourg (BE),2017,,6.7,,b,break in time series,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE34,Prov. Luxembourg (BE),2018,,5.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE34,Prov. Luxembourg (BE),2019,,5.4,,,,,
dataflow,ESTAT:TGS00010(1.0),Unemployment rate by NUTS 2 region,A,Annual,TOTAL,All ISCED 2011 levels,T,Total,Y15-74,From 15 to 74 years,PC,Percentage,BE34,Prov. Luxembourg (BE),2020,,5.1,,,,,
